transaction_id,customer_id,product_name,category,quantity,price,total_amount,sale_date,salesperson,region,discount_percent,payment_method,status
TXN_000485,CUST_00740,Smartphone,Electronics,2,518.68,1037.36,2022-05-24,Bob Smith,North,,Bank Transfer,Completed
TXN_000486,CUST_00746,Laptop,Computers,7,141.63,991.41,2022-08-18,Carol Davis,North,,PayPal,Completed
TXN_000487,CUST_00805,Keyboard,Peripherals,8,1825.59,14604.72,2023-02-12,David Brown,North,28.7,Cash,Completed
TXN_000488,CUST_00918,Router,Electronics,5,169.7,848.5,2021-05-19,Eve Wilson,Central,3.7,Cash,Cancelled
TXN_000489,CUST_00834,Webcam,Networking,7,50000.0,350000.0,2021-11-23,Bob Smith,North,1.2,Debit Card,Completed
TXN_000490,CUST_00922,Monitor,Accessories,8,938.74,7509.92,2020-03-23,Bob Smith,Central,21.1,Cash,Pending
TXN_000491,CUST_00626,Webcam,Peripherals,8,280.61,2244.88,2021-01-23,bob smith,Central,5.5,Cash,Refunded
TXN_000492,CUST_00483,Mouse,Peripherals,8,50000.0,400000.0,2023-05-29,Bob Smith,West,,Credit Card,Pending
TXN_000493,CUST_00523,Laptop,Peripherals,9,853.14,7678.26,2023-05-26,Eve Wilson,Central,4.1,PayPal,Pending
TXN_000494,CUST_01200,Printer,Computers,7,700.14,4900.98,2023-12-25,Bob Smith,Central,13.6,Debit Card,Pending
TXN_000495,CUST_00970,Headphones,Accessories,0,1715.21,0.0,2020-01-07,David Brown,North,5.8,Cash,Completed
TXN_000496,CUST_00239,Keyboard,Computers,7,518.3,3628.0999999999995,2023-11-12,Carol Davis,South,24.0,Bank Transfer,Refunded
TXN_000497,CUST_00373,Headphones,Computers,1,540.03,540.03,2022-01-13,Alice Johnson,East,26.1,Debit Card,Completed
TXN_000498,CUST_00159,Smartphone,Networking,10,1983.34,19833.399999999998,2021-11-11,David Brown,North,15.9,Cash,Pending
TXN_000499,CUST_00615,Monitor,Computers,6,1251.84,7511.039999999999,2020-09-08,David Brown,Central,7.6,PayPal,Cancelled
TXN_000500,CUST_00365,Router,Peripherals,8,887.44,7099.52,2021-02-22,Carol Davis,Central,14.9,Bank Transfer,Completed
TXN_000501,CUST_00738,Headphones,Electronics,6,529.57,3177.42,2023-08-26,Alice Johnson,East,17.1,Debit Card,Completed
TXN_000502,CUST_00696,Webcam,Peripherals,6,1995.31,11971.86,2020-02-22,eve wilson,East,,Debit Card,Refunded
TXN_000503,CUST_01096,Monitor,Computers,1,50000.0,50000.0,2020-05-25, Carol Davis ,West,,Bank Transfer,Refunded
TXN_000504,CUST_00234,Laptop,Networking,10,492.27,4922.7,2022-07-02,Carol Davis,South,,Credit Card,Refunded
TXN_000505,CUST_00076,Monitor,Accessories,2,539.86,1079.72,2020-06-20,Carol Davis,South,4.2,Debit Card,Completed
TXN_000506,CUST_00851,Laptop,Electronics,0,1965.86,0.0,2020-12-04,Eve Wilson,West,,Bank Transfer,Pending
TXN_000507,CUST_00274,Smartphone,Computers,7,535.9,3751.2999999999997,2023-12-08,Eve Wilson,North,,Bank Transfer,Refunded
TXN_000508,CUST_00780,Router,Peripherals,8,529.92,4239.36,2020-03-07,Alice Johnson,East,,Debit Card,Cancelled
TXN_000509,CUST_00804,Laptop,Networking,8,1414.06,11312.48,2022-12-28,david brown,Central,15.6,Cash,Cancelled
TXN_000510,CUST_00936,Mouse,Networking,4,1796.36,7185.44,2023-12-09,Eve Wilson,North,15.0,Bank Transfer,Refunded
TXN_000511,CUST_01095,Headphones,Networking,1,1442.58,1442.58,2020-07-23,Alice Johnson,East,,Bank Transfer,Completed
TXN_000512,CUST_00649,Laptop,Accessories,4,1950.73,7802.92,2021-11-29,David Brown,Central,16.5,PayPal,Refunded
TXN_000513,CUST_00872,Laptop,Peripherals,6,941.33,5647.9800000000005,2022-03-15,Alice Johnson,North,,Credit Card,Completed
TXN_000514,CUST_00182,Printer,Accessories,3,765.58,2296.7400000000002,2023-09-04,Carol Davis,South,,Cash,Cancelled
TXN_000515,CUST_00125,Printer,Accessories,1000,650.08,650080.0,2022-02-03,Bob Smith,South,13.6,Bank Transfer,Cancelled
TXN_000516,CUST_00078,Webcam,Networking,-1,652.26,-652.26,2021-04-02,David Brown,East,,Debit Card,Cancelled
TXN_000517,CUST_00156,Tablet,Computers,1000,587.98,587980.0,2022-07-26,Eve Wilson,West,,Debit Card,Pending
TXN_000518,CUST_00984,Router,Computers,10,1696.54,16965.4,2022-05-26,Carol Davis,Central,7.6,Bank Transfer,Completed
TXN_000519,CUST_00292,Laptop,Computers,6,880.94,5285.64,2020-04-30,Eve Wilson,Central,,Debit Card,Cancelled
TXN_000520,CUST_00294,Monitor,Peripherals,8,450.54,3604.32,2023-11-23,Eve Wilson,South,18.2,PayPal,Refunded
TXN_000521,CUST_00508,Mouse,Computers,7,270.37,1892.5900000000001,2022-06-08,bob smith,East,11.9,Debit Card,Pending
TXN_000522,CUST_00540,Monitor,Electronics,10,997.09,9970.9,2022-07-08,Bob Smith,East,,Debit Card,Pending
TXN_000523,CUST_01040,Laptop,Accessories,10,179.21,1792.1000000000001,2022-02-26,Alice Johnson,South,24.5,Cash,Cancelled
TXN_000524,CUST_00178,Printer,Accessories,7,369.66,2587.6200000000003,2020-02-02,Eve Wilson,West,,Bank Transfer,Completed
TXN_000525,CUST_00325,Smartphone,Electronics,7,1953.12,13671.84,2022-04-26,David Brown,West,12.5,PayPal,Refunded
TXN_000526,CUST_00638,Mouse,Accessories,10,423.97,4239.700000000001,2022-10-29,Alice Johnson,East,23.1,Credit Card,Completed
TXN_000527,CUST_00104,Tablet,Networking,10,418.79,4187.900000000001,2020-04-10,Eve Wilson,South,5.7,Credit Card,Pending
TXN_000528,CUST_00748,Smartphone,Accessories,1000,1495.96,1495960.0,2020-02-28,david brown,North,24.0,PayPal,Completed
TXN_000529,CUST_00790,Webcam,Accessories,6,255.36,1532.16,2021-08-31,Carol Davis,South,28.1,PayPal,Cancelled
TXN_000530,CUST_01152,Headphones,Accessories,8,1672.21,13377.68,2023-03-31,David Brown,East,17.0,PayPal,Pending
TXN_000531,CUST_00707,Tablet,Electronics,6,420.43,2522.58,2022-08-04,Alice Johnson,Central,29.6,Bank Transfer,Completed
TXN_000532,CUST_00615,Router,Accessories,-1,674.29,-674.29,2023-04-07,Alice Johnson,East,24.5,Cash,Cancelled
TXN_000533,CUST_00886,Keyboard,Accessories,10,523.08,5230.8,2022-01-28,Bob Smith,Central,16.2,Cash,Cancelled
TXN_000534,CUST_01012,Laptop,Electronics,8,1202.24,9617.92,2021-12-10,Alice Johnson,West,1.3,Bank Transfer,Pending
TXN_000535,CUST_00868,Webcam,Computers,6,50000.0,300000.0,2020-09-19,Eve Wilson,East,13.8,Credit Card,Refunded
TXN_000536,CUST_00495,Keyboard,Networking,4,204.51,818.04,2023-09-21,carol davis,Central,20.6,Credit Card,Refunded
TXN_000537,CUST_00550,Mouse,Networking,3,584.28,1752.84,2021-01-01,Eve Wilson,South,,Bank Transfer,Refunded
TXN_000538,CUST_01004,Printer,Accessories,-1,851.58,-851.58,2022-03-12,Eve Wilson,East,,Credit Card,Cancelled
TXN_000539,CUST_00748,Monitor,Networking,7,1971.67,13801.69,2021-09-09,Alice Johnson,South,12.2,Credit Card,Cancelled
TXN_000540,CUST_01165,Mouse,Accessories,7,1813.96,12697.720000000001,2021-03-24,Bob Smith,South,7.8,Cash,Completed
TXN_000541,CUST_01047,Tablet,Accessories,7,266.03,1862.2099999999998,2020-10-24,David Brown,East,22.8,PayPal,Refunded
TXN_000542,CUST_01134,Keyboard,Peripherals,9,1980.9,17828.100000000002,2021-02-09,Alice Johnson,North,14.8,Credit Card,Cancelled
TXN_000543,CUST_00420,Monitor,Peripherals,3,701.61,2104.83,2023-02-27,Alice Johnson,North,,Debit Card,Refunded
TXN_000544,CUST_00577,Monitor,Peripherals,0,787.0,0.0,2020-08-09,eve wilson,West,29.9,Credit Card,Cancelled
TXN_000545,CUST_00709,Headphones,Networking,3,34.02,102.06,2021-01-21,Carol Davis,East,11.2,Bank Transfer,Cancelled
TXN_000546,CUST_00341,Router,Peripherals,2,602.96,1205.92,2020-01-18,Alice Johnson,West,6.5,Debit Card,Cancelled
TXN_000547,CUST_01073,Tablet,Networking,7,1589.67,11127.69,2020-09-17,Bob Smith,North,15.4,Debit Card,Completed
TXN_000548,CUST_00498,Printer,Electronics,7,1348.47,9439.29,2023-04-08,Carol Davis,South,16.9,Debit Card,Completed
TXN_000549,CUST_00211,Smartphone,Computers,2,1592.39,3184.78,2020-03-02,Bob Smith,West,19.5,Bank Transfer,Cancelled
TXN_000550,CUST_00984,Tablet,Peripherals,4,1903.8,7615.2,2021-10-30,Eve Wilson,South,20.5,Bank Transfer,Completed
TXN_000551,CUST_00355,Router,Accessories,0,986.23,0.0,2021-03-23,Carol Davis,North,4.7,Cash,Cancelled
TXN_000552,CUST_00259,Webcam,Accessories,2,691.18,1382.36,2021-05-26,Alice Johnson,Central,23.7,Debit Card,Refunded
TXN_000553,CUST_00676,Tablet,Accessories,10,1088.2,10882.0,2020-05-27,Eve Wilson,Central,,Debit Card,Pending
TXN_000554,CUST_00009,Smartphone,Accessories,10,998.34,9983.4,2021-07-03,eve wilson,North,10.6,PayPal,Cancelled
TXN_000555,CUST_00282,Printer,Computers,1000,-100.0,-100000.0,2020-08-10,Eve Wilson,Central,0.7,Debit Card,Cancelled
TXN_000556,CUST_01151,Keyboard,Peripherals,4,1491.91,5967.64,2021-06-08,Carol Davis,West,,Credit Card,Pending
TXN_000557,CUST_01111,Printer,Networking,6,1476.23,8857.380000000001,2020-03-10,Eve Wilson,Central,12.0,PayPal,Pending
TXN_000558,CUST_00291,Headphones,Peripherals,6,50000.0,300000.0,2021-01-20,David Brown,Central,,Credit Card,Pending
TXN_000559,CUST_00942,Laptop,Networking,9,1346.0,12114.0,2022-04-19,Alice Johnson,North,,PayPal,Pending
TXN_000560,CUST_00002,Tablet,Electronics,0,50000.0,0.0,2021-03-15,Eve Wilson,North,22.8,Bank Transfer,Refunded
TXN_000561,CUST_00812,Webcam,Networking,-1,44.73,-44.73,2023-08-17,David Brown,Central,26.9,Cash,Refunded
TXN_000562,CUST_00990,Laptop,Networking,10,15.0,150.0,2022-04-10,Carol Davis,South,14.7,Credit Card,Cancelled
TXN_000563,CUST_00534,Monitor,Networking,4,510.0,2040.0,2023-05-07,Alice Johnson,East,12.8,Bank Transfer,Refunded
TXN_000564,CUST_00494,Laptop,Accessories,9,257.78,2320.0199999999995,2020-11-25,Carol Davis,Central,,PayPal,Refunded
TXN_000565,CUST_00262,Mouse,Accessories,1000,1375.98,1375980.0,2023-02-28,Carol Davis,North,,PayPal,Completed
TXN_000566,CUST_00647,Router,Networking,1,149.98,149.98,2023-04-02,Alice Johnson,West,15.2,Cash,Cancelled
TXN_000567,CUST_00804,Webcam,Computers,8,1690.65,13525.2,2023-03-18,Bob Smith,North,8.3,Debit Card,Completed
TXN_000568,CUST_01177,Printer,Accessories,-1,1052.11,-1052.11,2020-10-20, Alice Johnson ,East,19.8,Cash,Pending
TXN_000569,CUST_00735,Smartphone,Electronics,10,400.67,4006.7000000000003,2021-12-24,Eve Wilson,Central,19.9,Cash,Completed
TXN_000570,CUST_00372,Mouse,Peripherals,10,1183.36,11833.599999999999,2023-10-31,Bob Smith,Central,13.4,PayPal,Refunded
TXN_000571,CUST_00798,Monitor,Electronics,-1,1684.67,-1684.67,2022-12-08,Eve Wilson,North,,Cash,Completed
TXN_000572,CUST_00436,Router,Peripherals,8,1072.17,8577.36,2021-08-10,Carol Davis,North,15.3,PayPal,Pending
TXN_000573,CUST_00330,Router,Computers,8,368.92,2951.36,2022-02-21,Bob Smith,West,28.0,Bank Transfer,Completed
TXN_000574,CUST_01129,Mouse,Electronics,2,945.11,1890.22,2022-04-29,Alice Johnson,West,,PayPal,Completed
TXN_000575,CUST_00280,Printer,Peripherals,1,127.56,127.56,2020-11-15,Eve Wilson,East,,Cash,Completed
TXN_000576,CUST_00733,Printer,Peripherals,3,1673.56,5020.68,2021-03-04,david brown,Central,17.8,Debit Card,Cancelled
TXN_000577,CUST_00967,Tablet,Networking,8,1847.62,14780.96,2021-07-31,Eve Wilson,East,2.8,Cash,Cancelled
TXN_000578,CUST_00469,Webcam,Accessories,6,607.89,3647.34,2021-08-31,Eve Wilson,East,12.6,Bank Transfer,Completed
TXN_000579,CUST_00231,Printer,Accessories,0,636.2,0.0,2022-06-05,David Brown,Central,,Credit Card,Cancelled
TXN_000580,CUST_00942,Monitor,Accessories,8,50000.0,400000.0,2022-01-24,Alice Johnson,Central,18.3,Debit Card,Pending
TXN_000581,CUST_00139,Router,Computers,6,363.18,2179.08,2022-09-20,Carol Davis,South,,Cash,Cancelled
TXN_000582,CUST_00772,Headphones,Computers,9,495.98,4463.82,2023-07-01,Carol Davis,West,2.3,Cash,Refunded
TXN_000583,CUST_01087,Tablet,Networking,9,1283.27,11549.43,2020-12-06,Carol Davis,South,11.3,Bank Transfer,Refunded
TXN_000584,CUST_00330,Printer,Networking,8,-100.0,-800.0,2022-09-12,David Brown,South,0.7,Bank Transfer,Cancelled
TXN_000585,CUST_00572,Webcam,Peripherals,3,201.01,603.03,2021-01-22,Alice Johnson,Central,,Credit Card,Pending
TXN_000586,CUST_00457,Tablet,Peripherals,1,1530.94,1530.94,2022-03-13,Bob Smith,East,,Credit Card,Cancelled
TXN_000587,CUST_00563,Mouse,Accessories,9,643.41,5790.69,2022-12-21,bob smith,North,,Cash,Refunded
TXN_000588,CUST_00461,Laptop,Computers,0,867.87,0.0,2021-01-25,Carol Davis,North,13.4,Bank Transfer,Refunded
TXN_000589,CUST_00738,Webcam,Electronics,9,879.01,7911.09,2020-10-12,Alice Johnson,East,12.5,Bank Transfer,Refunded
TXN_000590,CUST_01099,Mouse,Networking,4,779.34,3117.36,2023-11-04,Eve Wilson,South,17.3,Cash,Refunded
TXN_000591,CUST_00363,Printer,Peripherals,5,1866.49,9332.45,2023-09-22,Bob Smith,South,25.6,Cash,Refunded
TXN_000592,CUST_00086,Smartphone,Networking,7,0.0,0.0,2022-11-18,Alice Johnson,West,1.5,Cash,Refunded
TXN_000593,CUST_00577,Router,Electronics,7,486.69,3406.83,2023-08-28,Bob Smith,South,,Credit Card,Completed
TXN_000594,CUST_00796,Monitor,Computers,7,1505.96,10541.720000000001,2020-10-21,Eve Wilson,East,22.5,Bank Transfer,Cancelled
TXN_000595,CUST_00930,Router,Networking,10,1529.98,15299.8,2020-08-01,Alice Johnson,North,21.9,PayPal,Completed
TXN_000596,CUST_00124,Tablet,Networking,5,45.0,225.0,2020-07-31,David Brown,South,19.0,Credit Card,Refunded
TXN_000597,CUST_00275,Keyboard,Accessories,1,1256.71,1256.71,2023-01-22,Eve Wilson,South,,Debit Card,Completed
TXN_000598,CUST_00882,Mouse,Electronics,5,430.8,2154.0,2022-12-10,Eve Wilson,East,,Credit Card,Refunded
TXN_000599,CUST_00157,Smartphone,Electronics,3,755.98,2267.94,2020-12-11, Bob Smith ,East,22.5,PayPal,Refunded
TXN_000600,CUST_00911,Smartphone,Accessories,4,50000.0,200000.0,2021-02-11,Alice Johnson,West,9.5,Cash,Completed
TXN_000601,CUST_00350,Router,Peripherals,5,1162.19,5810.950000000001,2020-11-16,Alice Johnson,Central,23.6,Debit Card,Completed
TXN_000602,CUST_01043,Router,Accessories,8,1099.61,8796.88,2020-09-03,Bob Smith,East,,Cash,Completed
TXN_000603,CUST_00978,Headphones,Computers,10,1775.93,17759.3,2021-08-27,bob smith,South,22.3,Debit Card,Refunded
TXN_000604,CUST_00514,Router,Networking,4,1016.6,4066.4,2021-07-30,carol davis,South,11.8,Cash,Pending
TXN_000605,CUST_01197,Router,Accessories,9,1477.38,13296.420000000002,2020-02-09, Bob Smith ,West,24.6,Cash,Refunded
TXN_000606,CUST_00504,Tablet,Peripherals,9,50.5,454.5,2020-04-27,Carol Davis,West,10.0,Credit Card,Cancelled
TXN_000607,CUST_00242,Printer,Computers,-1,218.5,-218.5,2023-06-12,Alice Johnson,West,6.9,Credit Card,Completed
TXN_000608,CUST_00966,Smartphone,Networking,1000,408.81,408810.0,2021-06-08,Carol Davis,Central,27.5,Bank Transfer,Refunded
TXN_000609,CUST_00675,Webcam,Computers,5,815.67,4078.35,2020-01-11,David Brown,North,,PayPal,Cancelled
TXN_000610,CUST_00213,Tablet,Electronics,9,878.35,7905.150000000001,2023-05-01,Bob Smith,South,,Bank Transfer,Cancelled
TXN_000611,CUST_00010,Keyboard,Computers,6,46.25,277.5,2022-03-21,Eve Wilson,West,20.7,PayPal,Refunded
TXN_000612,CUST_01149,Keyboard,Peripherals,0,206.31,0.0,2021-02-06,David Brown,East,25.0,Bank Transfer,Completed
TXN_000613,CUST_00509,Mouse,Computers,5,1661.63,8308.150000000001,2022-11-21,Bob Smith,South,,Cash,Pending
TXN_000614,CUST_00751,Tablet,Networking,9,0.0,0.0,2021-01-05,Eve Wilson,South,26.0,Credit Card,Completed
TXN_000615,CUST_00521,Router,Peripherals,5,664.8,3324.0,2022-09-29,Bob Smith,West,22.8,Bank Transfer,Completed
TXN_000616,CUST_01180,Monitor,Networking,10,1647.53,16475.3,2022-03-08,Carol Davis,South,2.8,Credit Card,Pending
TXN_000617,CUST_00514,Laptop,Accessories,7,1699.35,11895.449999999999,2023-04-03,Alice Johnson,North,3.3,PayPal,Cancelled
TXN_000618,CUST_00880,Router,Accessories,1,1429.69,1429.69,2020-11-26,Alice Johnson,Central,13.6,Credit Card,Refunded
TXN_000619,CUST_01181,Router,Electronics,9,470.88,4237.92,2021-05-21,Carol Davis,East,10.0,Bank Transfer,Refunded
TXN_000620,CUST_00921,Smartphone,Computers,8,1102.94,8823.52,2020-05-16,Eve Wilson,Central,,Debit Card,Refunded
TXN_000621,CUST_01152,Router,Peripherals,3,1911.01,5733.03,2023-04-07,Alice Johnson,Central,21.6,Cash,Cancelled
TXN_000622,CUST_00754,Headphones,Networking,1,563.42,563.42,2022-07-22,David Brown,East,29.1,Credit Card,Refunded
TXN_000623,CUST_00253,Monitor,Peripherals,5,1844.71,9223.55,2020-07-14, Carol Davis ,North,,Cash,Completed
TXN_000624,CUST_00911,Mouse,Networking,4,1989.76,7959.04,2020-04-14,David Brown,West,,Bank Transfer,Refunded
TXN_000625,CUST_00326,Router,Networking,3,1128.01,3384.0299999999997,2023-09-17,Carol Davis,West,,Cash,Cancelled
TXN_000626,CUST_00995,Router,Peripherals,6,1706.87,10241.22,2023-05-06,David Brown,West,26.3,Cash,Refunded
TXN_000627,CUST_00751,Printer,Networking,4,-100.0,-400.0,2020-05-17,Alice Johnson,Central,,Debit Card,Cancelled
TXN_000628,CUST_00113,Monitor,Networking,9,1432.28,12890.52,2020-01-05,Alice Johnson,North,28.9,Debit Card,Cancelled
TXN_000629,CUST_00773,Laptop,Electronics,4,-100.0,-400.0,2023-10-28,David Brown,South,30.0,PayPal,Completed
TXN_000630,CUST_00319,Webcam,Peripherals,1000,214.15,214150.0,2022-05-30,Bob Smith,West,,Cash,Pending
TXN_000631,CUST_00940,Tablet,Peripherals,1,429.21,429.21,2023-01-26,Alice Johnson,West,28.0,Debit Card,Refunded
TXN_000632,CUST_00071,Tablet,Accessories,2,1968.2,3936.4,2021-04-20,eve wilson,West,14.5,Cash,Refunded
TXN_000633,CUST_00111,Keyboard,Networking,9,1310.21,11791.89,2023-10-28, Bob Smith ,North,23.9,Cash,Completed
TXN_000634,CUST_00379,Monitor,Electronics,1,1742.99,1742.99,2022-08-23,bob smith,North,,PayPal,Refunded
TXN_000635,CUST_00900,Monitor,Networking,-1,655.4,-655.4,2023-07-24,Bob Smith,North,12.4,Bank Transfer,Cancelled
TXN_000636,CUST_00454,Mouse,Computers,9,1827.84,16450.559999999998,2022-08-13,Eve Wilson,North,29.0,Credit Card,Cancelled
TXN_000637,CUST_00928,Headphones,Computers,7,892.73,6249.110000000001,2023-02-16,Eve Wilson,East,3.3,Credit Card,Completed
TXN_000638,CUST_00903,Laptop,Accessories,8,1928.4,15427.2,2020-11-16, Eve Wilson ,West,26.7,Cash,Cancelled
TXN_000639,CUST_00190,Tablet,Computers,10,1703.22,17032.2,2023-12-01,Eve Wilson,East,17.9,PayPal,Pending
TXN_000640,CUST_00643,Monitor,Electronics,3,698.22,2094.66,2022-01-19,Alice Johnson,Central,,PayPal,Cancelled
TXN_000641,CUST_00155,Router,Computers,9,675.81,6082.289999999999,2020-05-17,Bob Smith,East,,Cash,Completed
TXN_000642,CUST_00136,Router,Networking,3,1876.46,5629.38,2022-05-03,Alice Johnson,North,28.2,PayPal,Cancelled
TXN_000643,CUST_00509,Tablet,Computers,5,-100.0,-500.0,2020-03-21,eve wilson,North,20.7,Debit Card,Refunded
TXN_000644,CUST_00149,Router,Peripherals,1,1115.56,1115.56,2023-09-10,Carol Davis,East,22.9,Credit Card,Pending
TXN_000645,CUST_00823,Printer,Electronics,10,1458.38,14583.800000000001,2022-12-03,Alice Johnson,Central,0.4,Bank Transfer,Completed
TXN_000646,CUST_01120,Smartphone,Accessories,4,1680.31,6721.24,2021-11-27,Alice Johnson,North,29.4,Debit Card,Cancelled
TXN_000647,CUST_01062,Monitor,Peripherals,3,0.0,0.0,2020-05-20,Alice Johnson,East,26.7,Credit Card,Pending
TXN_000648,CUST_00596,Monitor,Networking,5,238.36,1191.8000000000002,2023-12-16,Carol Davis,West,,Credit Card,Refunded
TXN_000649,CUST_00548,Router,Peripherals,5,1383.58,6917.9,2021-10-19,eve wilson,North,,Debit Card,Completed
TXN_000650,CUST_00502,Headphones,Electronics,5,745.19,3725.9500000000003,2023-11-07,Carol Davis,North,,PayPal,Cancelled
TXN_000651,CUST_01006,Printer,Electronics,5,50000.0,250000.0,2021-12-08,Alice Johnson,Central,11.9,Credit Card,Refunded
TXN_000652,CUST_00555,Mouse,Electronics,3,1415.82,4247.46,2023-02-28,Carol Davis,South,,Credit Card,Refunded
TXN_000653,CUST_00303,Keyboard,Peripherals,-1,1834.54,-1834.54,2022-04-26,Alice Johnson,Central,25.2,Cash,Refunded
TXN_000654,CUST_00515,Mouse,Peripherals,9,1378.78,12409.02,2022-10-29,Bob Smith,North,11.1,Cash,Pending
TXN_000655,CUST_00971,Printer,Peripherals,9,0.0,0.0,2023-04-22,bob smith,East,5.9,Cash,Refunded
TXN_000656,CUST_00291,Webcam,Networking,3,1082.36,3247.08,2020-06-18,Bob Smith,East,6.2,Bank Transfer,Cancelled
TXN_000657,CUST_00695,Webcam,Peripherals,1,1924.18,1924.18,2020-10-01,eve wilson,West,29.2,PayPal,Pending
TXN_000658,CUST_01156,Keyboard,Accessories,1,779.28,779.28,2023-03-16,Carol Davis,East,8.3,Cash,Pending
TXN_000659,CUST_00150,Laptop,Computers,4,256.16,1024.64,2022-12-18,David Brown,West,,Credit Card,Refunded
TXN_000660,CUST_00865,Webcam,Accessories,3,1427.74,4283.22,2020-07-18,Alice Johnson,North,15.3,Debit Card,Refunded
TXN_000661,CUST_01143,Tablet,Networking,2,899.46,1798.92,2023-12-28,David Brown,South,28.0,Cash,Pending
TXN_000662,CUST_00273,Mouse,Computers,10,534.72,5347.200000000001,2022-01-07,David Brown,West,10.9,Cash,Completed
TXN_000663,CUST_00338,Smartphone,Peripherals,6,208.62,1251.72,2021-07-31,Eve Wilson,South,,Debit Card,Pending
TXN_000664,CUST_01193,Monitor,Peripherals,9,360.93,3248.37,2020-02-02,Carol Davis,Central,,Debit Card,Cancelled
TXN_000665,CUST_01031,Router,Accessories,8,772.8,6182.4,2023-12-07,Bob Smith,East,19.4,Credit Card,Pending
TXN_000666,CUST_00650,Keyboard,Networking,7,1411.11,9877.769999999999,2022-08-29,Eve Wilson,West,15.8,Credit Card,Refunded
TXN_000667,CUST_00441,Monitor,Electronics,10,1440.11,14401.099999999999,2023-07-29,Carol Davis,North,16.8,PayPal,Pending
TXN_000668,CUST_00471,Mouse,Electronics,5,993.72,4968.6,2023-03-15,David Brown,Central,,Bank Transfer,Refunded
TXN_000669,CUST_00724,Keyboard,Peripherals,-1,1144.68,-1144.68,2023-12-20,David Brown,South,16.5,Credit Card,Completed
TXN_000670,CUST_00062,Smartphone,Accessories,7,1196.34,8374.38,2022-03-20,Bob Smith,East,3.2,Bank Transfer,Completed
TXN_000671,CUST_01158,Monitor,Networking,1,25.77,25.77,2023-12-31,Carol Davis,West,,Cash,Pending
TXN_000672,CUST_00358,Webcam,Accessories,10,-100.0,-1000.0,2021-12-16,Bob Smith,South,,Cash,Completed
TXN_000673,CUST_00936,Smartphone,Peripherals,6,1308.54,7851.24,2021-06-08,Bob Smith,South,,PayPal,Cancelled
TXN_000674,CUST_00917,Webcam,Networking,5,0.0,0.0,2022-03-05,Carol Davis,North,2.1,Cash,Refunded
TXN_000675,CUST_00189,Keyboard,Electronics,8,1791.92,14335.36,2023-07-09, Bob Smith ,West,19.8,Bank Transfer,Completed
TXN_000676,CUST_00986,Keyboard,Networking,7,1000.1,7000.7,2023-10-01,Carol Davis,North,22.5,Debit Card,Cancelled
TXN_000677,CUST_00472,Mouse,Networking,4,1473.34,5893.36,2021-03-22,Bob Smith,Central,4.3,Cash,Cancelled
TXN_000678,CUST_01090,Webcam,Networking,6,954.35,5726.1,2023-02-21,Alice Johnson,South,6.7,Bank Transfer,Cancelled
TXN_000679,CUST_00945,Monitor,Accessories,-1,1930.62,-1930.62,2020-05-27,Bob Smith,Central,23.7,Debit Card,Refunded
TXN_000680,CUST_00485,Smartphone,Peripherals,8,1399.09,11192.72,2021-06-07,Bob Smith,Central,18.9,Cash,Refunded
TXN_000681,CUST_00822,Headphones,Electronics,7,298.74,2091.1800000000003,2020-08-29,Alice Johnson,East,15.3,Credit Card,Cancelled
TXN_000682,CUST_01027,Smartphone,Electronics,6,1785.07,10710.42,2021-02-04,David Brown,South,10.9,Debit Card,Refunded
TXN_000683,CUST_00335,Router,Accessories,9,927.01,8343.09,2023-11-28,Alice Johnson,Central,23.1,PayPal,Completed
TXN_000684,CUST_00374,Router,Peripherals,10,-100.0,-1000.0,2021-08-21,Eve Wilson,West,19.7,Bank Transfer,Pending
TXN_000685,CUST_00445,Smartphone,Computers,-1,398.12,-398.12,2021-06-20,david brown,West,,Bank Transfer,Cancelled
TXN_000686,CUST_00156,Mouse,Networking,3,1981.74,5945.22,2022-12-13,Carol Davis,East,17.7,PayPal,Completed
TXN_000687,CUST_00969,Monitor,Accessories,10,448.03,4480.299999999999,2022-01-24,Carol Davis,East,20.0,PayPal,Pending
TXN_000688,CUST_00012,Tablet,Computers,3,453.37,1360.1100000000001,2021-04-27,Carol Davis,West,14.9,Cash,Pending
TXN_000689,CUST_00719,Router,Networking,3,1331.74,3995.2200000000003,2022-10-18,Carol Davis,East,20.5,Bank Transfer,Pending
TXN_000690,CUST_00211,Laptop,Electronics,-1,108.07,-108.07,2023-01-23,Alice Johnson,West,,Cash,Completed
TXN_000691,CUST_00694,Printer,Electronics,6,226.66,1359.96,2023-02-25,Eve Wilson,West,24.1,Cash,Cancelled
TXN_000692,CUST_01024,Monitor,Electronics,8,1546.18,12369.44,2023-01-27,David Brown,East,9.9,Debit Card,Pending
TXN_000693,CUST_00616,Webcam,Networking,10,465.45,4654.5,2022-09-09,Eve Wilson,West,,Debit Card,Completed
TXN_000694,CUST_00153,Mouse,Electronics,8,1103.34,8826.72,2023-08-01,David Brown,North,4.9,Bank Transfer,Cancelled
TXN_000695,CUST_00018,Mouse,Electronics,3,62.58,187.74,2022-09-06,Eve Wilson,East,17.6,PayPal,Pending
TXN_000696,CUST_00840,Monitor,Electronics,6,1216.93,7301.58,2020-07-09,David Brown,South,10.9,Bank Transfer,Refunded
